ID,peak_value,dis2peak,板温,现场温度,光照强度,转换效率,转换效率A,转换效率B,转换效率C,电压A,电压B,电压C,电流A,电流B,电流C,功率A,std_power,mean_power,功率B,功率C,平均功率,风速,风向,发电量
8059,4756.86,41,17.18,-2.8,543,26.46,26.02,26.43,26.93,641.0,635.0,637.0,6.75,6.92,7.03,4326.75,1346.7434587169703,3233.1788268156424,4394.2,4478.11,4399.69,0.0,91.0,9.153651121000001
8060,4756.86,42,16.89,-1.9,545,26.26,25.61,26.38,26.79,640.0,640.0,638.0,6.67,6.87,7.0,4268.8,1359.1954959515847,3198.7410614525133,4396.8,4466.0,4377.2,0.0,34.0,9.217210935
8061,4756.86,43,16.49,-1.9,542,26.52,26.13,26.43,26.98,640.0,636.0,638.0,6.76,6.88,7.0,4326.4,1337.889742117092,3170.28592178771,4375.68,4466.0,4389.36,0.0,256.0,9.287156432
8062,4756.86,44,16.24,-2.0,524,26.96,26.62,27.09,27.18,641.0,639.0,640.0,6.64,6.78,6.79,4256.24,1345.4101398637774,3105.0838547486032,4332.42,4345.6,4311.42,1.7,104.0,9.100174996
8063,4756.86,45,16.29,-2.2,528,26.42,26.02,26.53,26.73,645.0,640.0,640.0,6.5,6.68,6.73,4192.5,1326.606675128414,3066.9434636871515,4275.2,4307.2,4258.3,2.2,163.0,8.988901177999999
8064,4756.86,46,16.49,-2.1,536,26.14,25.65,26.0,26.78,645.0,640.0,641.0,6.51,6.65,6.84,4198.95,1316.1916454124116,3019.499553072626,4256.0,4384.44,4279.8,1.8,124.0,9.033287748
8065,4756.86,47,15.95,-2.0,536,26.38,26.3,25.85,26.99,649.0,641.0,642.0,6.62,6.59,6.87,4296.38,1315.085956904857,2962.1408938547484,4224.19,4410.54,4310.37,2.3,113.0,9.145952498
8066,4756.86,48,15.74,-1.7,534,26.3,26.09,26.05,26.76,648.0,641.0,641.0,6.55,6.61,6.79,4244.4,1329.7605341909195,2897.5574301675974,4237.01,4352.39,4277.93,1.0,141.0,9.051830875
8067,4756.86,49,15.2,-1.9,530,26.7,26.5,26.46,27.14,647.0,643.0,646.0,6.6,6.63,6.77,4270.2,1305.103024955075,2868.7984916201117,4263.09,4373.42,4302.24,0.0,179.0,9.115239822000001
8068,4756.86,50,16.51,-1.6,525,26.22,26.18,25.58,26.91,647.0,641.0,643.0,6.49,6.4,6.71,4199.03,1291.9014935312753,2835.647318435754,4102.4,4314.53,4205.32,1.8,108.0,8.947349458
8072,4756.86,54,16.14,-1.8,506,25.72,25.12,25.25,26.79,642.0,641.0,642.0,6.04,6.08,6.44,3877.68,1242.913143768829,2686.979213483146,3897.28,4134.48,3969.81,0.0,301.0,8.42377613
8073,4756.86,55,16.24,-1.5,493,26.23,25.85,25.78,27.06,645.0,642.0,642.0,6.03,6.04,6.34,3889.35,1227.7439983706847,2644.6090395480223,3877.68,4070.28,3945.77,1.1,158.0,8.389705982
8074,4756.86,56,15.12,-2.2,499,26.22,25.97,25.64,27.05,650.0,646.0,646.0,6.06,6.02,6.35,3939.0,1247.4722358112626,2545.2672471910114,3888.92,4102.1,3976.67,2.8,113.0,8.427463756
8078,4756.86,60,12.85,-2.0,479,27.08,27.17,26.69,27.36,655.0,651.0,654.0,5.99,5.92,6.04,3923.45,1208.3337893321693,2382.2504545454544,3853.92,3950.16,3909.18,1.9,89.0,8.246185553
8080,4756.86,62,13.45,-2.2,501,26.6,26.31,26.33,27.14,655.0,649.0,651.0,6.08,6.14,6.31,3982.4,1174.3210591455522,2294.5628,3984.86,4107.81,4025.02,1.1,93.0,8.367508502
8082,4756.86,64,14.45,-1.5,489,26.71,26.69,26.27,27.18,654.0,648.0,652.0,6.05,6.01,6.18,3956.7,1151.1982714338435,2190.5701724137934,3894.48,4029.36,3960.18,0.9,223.0,8.436042312
8086,4756.86,68,13.83,-1.0,454,27.12,27.05,26.87,27.44,654.0,653.0,652.0,5.68,5.65,5.78,3714.72,1091.003527396372,1980.479942196532,3689.45,3768.56,3724.24,2.4,170.0,7.91074501
8087,4756.86,69,13.6,-1.4,446,27.16,27.02,27.03,27.43,655.0,653.0,652.0,5.56,5.58,5.67,3641.8,1087.688338794633,1920.8887283236995,3643.74,3696.84,3660.79,0.0,270.0,7.875331619
8088,4756.86,70,13.2,-1.1,441,26.74,26.27,26.57,27.38,656.0,656.0,652.0,5.33,5.39,5.59,3496.48,1071.825224697801,1880.5612280701753,3535.84,3644.68,3559.0,0.0,209.0,7.584552993
8090,4756.86,72,11.49,-2.2,424,27.26,26.91,27.14,27.72,657.0,655.0,654.0,5.21,5.27,5.39,3422.97,1058.4229651433948,1788.1521052631579,3451.85,3525.06,3466.63,0.0,191.0,7.379611577
8091,4756.86,73,12.25,-2.0,422,27.31,26.91,27.19,27.85,658.0,656.0,657.0,5.19,5.26,5.38,3415.02,1054.0556182110165,1723.026705202312,3450.56,3534.66,3466.75,1.3,94.0,7.309191477000001
8094,4756.86,76,11.28,-2.0,400,27.47,27.36,27.02,28.03,660.0,657.0,655.0,4.97,4.93,5.13,3280.2,998.1600989981908,1537.4491812865494,3239.01,3360.15,3293.12,0.0,172.0,7.042525597000001
8095,4756.86,77,10.97,-1.4,395,27.92,27.95,27.74,28.07,661.0,660.0,656.0,5.0,4.97,5.06,3305.0,982.2772663382145,1518.3693529411764,3280.2,3319.36,3301.52,0.0,184.0,7.070287236
8096,4756.86,78,10.56,-1.7,391,28.13,27.98,28.11,28.3,662.0,661.0,659.0,4.94,4.97,5.02,3270.28,965.6048865859522,1472.5120710059173,3285.17,3308.18,3287.88,1.0,190.0,7.005323252999999
8098,4756.86,80,10.53,-1.4,376,28.32,28.36,28.15,28.45,664.0,662.0,662.0,4.8,4.78,4.83,3187.2,944.153660119431,1393.8872392638036,3164.36,3197.46,3183.01,0.5,249.0,6.867625417
8102,4756.86,84,8.85,-1.5,347,28.66,28.66,28.42,28.92,670.0,669.0,667.0,4.41,4.38,4.47,2954.7,878.8320490309687,1201.5773548387097,2930.22,2981.49,2955.47,0.0,159.0,6.309394497
8104,4756.86,86,8.14,-1.9,337,28.37,28.39,27.86,28.85,672.0,669.0,667.0,4.22,4.16,4.32,2835.84,834.6584742803808,1190.9323776223778,2783.04,2881.44,2833.44,0.7,215.0,6.075367177
8108,4756.86,90,9.14,-1.4,279,29.82,30.42,29.42,29.61,666.0,667.0,666.0,3.79,3.66,3.69,2524.14,745.1047413931517,1113.3253333333334,2441.22,2457.54,2474.3,0.0,249.0,5.480260129
8109,4756.86,91,8.76,-1.5,280,28.8,29.11,28.11,29.19,667.0,666.0,667.0,3.63,3.51,3.64,2421.21,749.9976008238349,1037.2455462184873,2337.66,2427.88,2395.58,1.1,150.0,5.21521344
8110,4756.86,92,7.76,-1.5,273,27.73,26.28,27.2,29.72,672.0,668.0,669.0,3.16,3.29,3.59,2123.52,735.9406693453319,981.8633620689654,2197.72,2401.71,2240.98,1.3,239.0,4.785988839
8112,4756.86,94,6.08,-2.0,238,29.61,29.64,28.97,30.23,676.0,674.0,672.0,3.07,3.01,3.15,2075.32,656.5968442302667,933.5534234234234,2028.74,2116.8,2073.62,0.0,169.0,4.509173734
8113,4756.86,95,5.89,-2.0,230,30.15,30.4,30.2,29.85,674.0,674.0,673.0,3.05,3.03,3.0,2055.7,644.1225753692852,894.9162500000001,2042.22,2019.0,2038.97,0.0,177.0,4.453664698
8114,4756.86,96,5.89,-2.0,230,30.15,30.4,30.2,29.85,674.0,674.0,673.0,3.05,3.03,3.0,2055.7,606.250179192583,860.7067021276599,2042.22,2019.0,2038.97,0.0,177.0,4.453664698
8115,4756.86,97,4.62,-2.1,218,30.17,30.22,30.17,30.13,679.0,678.0,677.0,2.84,2.84,2.84,1928.36,580.598846141514,848.0902272727272,1925.52,1922.68,1925.52,1.1,137.0,4.14988839
8116,4756.86,98,4.37,-2.3,219,29.54,29.26,29.28,30.08,679.0,677.0,676.0,2.76,2.77,2.85,1874.04,602.6666565339326,842.8478571428572,1875.29,1926.6,1891.98,0.1,195.0,4.074161085
8118,4756.86,100,3.85,-2.0,209,30.48,30.76,30.27,30.4,685.0,679.0,677.0,2.74,2.72,2.74,1876.9,594.0036242616005,817.294794520548,1846.88,1854.98,1859.59,0.2,165.0,4.027079006
8119,4756.86,101,3.64,-2.0,205,30.27,30.06,30.13,30.61,681.0,680.0,678.0,2.64,2.65,2.7,1797.84,593.2838670220802,800.5264285714286,1802.0,1830.6,1810.15,1.6,212.0,3.835635442
8120,4756.86,102,3.62,-2.0,186,31.36,31.83,31.21,31.04,680.0,680.0,679.0,2.54,2.49,2.48,1727.2,563.7167744466113,765.2869841269841,1693.2,1683.92,1701.44,2.1,181.0,3.659036945
8122,1194.84,103,2.7,-2.2,160,28.71,28.06,28.08,29.98,680.0,677.0,677.0,1.92,1.93,2.06,1305.6,625.125183501241,800.7486885245901,1306.61,1394.62,1335.61,0.5,182.0,2.860425589
8123,1194.84,102,2.47,-2.0,144,30.88,31.04,30.13,31.48,680.0,674.0,679.0,1.91,1.87,1.94,1298.8,563.7167744466113,765.2869841269841,1260.38,1317.26,1292.15,1.1,212.0,2.748705349
8129,1194.84,96,0.16,-2.4,96,32.75,32.58,33.27,32.39,683.0,682.0,679.0,1.32,1.35,1.32,901.56,606.250179192583,860.7067021276599,920.7,896.28,906.18,1.4,159.0,1.919203013
8130,1194.84,95,-0.35,-2.5,89,30.98,31.74,28.26,32.93,683.0,670.0,680.0,1.19,1.08,1.24,812.77,644.1225753692852,894.9162500000001,723.6,843.2,793.19,1.8,192.0,1.659022361
8131,1194.84,94,-0.75,-2.5,75,33.6,34.29,33.47,33.04,678.0,674.0,678.0,1.09,1.07,1.05,739.02,656.5968442302667,933.5534234234234,721.18,711.9,724.03,1.0,204.0,1.513579216
8134,1194.84,91,-2.73,-2.9,39,34.72,35.96,35.09,33.11,667.0,662.0,658.0,0.6,0.59,0.56,400.2,749.9976008238349,1037.2455462184873,390.58,368.48,386.42,1.4,182.0,0.823541153
8137,1194.84,88,-3.6,-3.1,24,35.84,36.45,35.6,35.49,655.0,657.0,655.0,0.38,0.37,0.37,248.9,795.386768364036,1152.9797727272728,243.09,242.35,244.78,1.2,174.0,0.539949848
8138,1194.84,87,-4.69,-3.2,21,36.49,35.15,37.29,37.01,654.0,653.0,648.0,0.32,0.34,0.34,209.28,813.6162673248905,1166.5745588235295,222.02,220.32,217.21,0.0,141.0,0.5347581370000001
8140,1194.84,85,-5.71,-3.7,15,39.45,39.64,39.57,39.14,646.0,645.0,638.0,0.26,0.26,0.26,167.96,858.2808886598292,1192.3961224489794,167.7,165.88,167.18,0.0,124.0,0.260055841
8141,1194.84,84,-5.91,-3.8,13,43.8,43.73,44.0,43.66,642.0,646.0,641.0,0.25,0.25,0.25,160.5,878.8320490309687,1201.5773548387097,161.5,160.25,160.75,0.0,128.0,0.422355206
8142,1194.84,83,-6.08,-3.8,13,40.83,40.7,40.32,41.48,649.0,643.0,634.0,0.23,0.23,0.24,149.27,892.3844391388959,1251.3252564102563,147.89,152.16,149.77,0.0,110.0,0.413178961
8145,1194.84,80,-6.72,-4.0,6,59.7,59.86,59.77,59.48,632.0,631.0,628.0,0.16,0.16,0.16,101.12,944.153660119431,1393.8872392638036,100.96,100.48,100.85,0.1,162.0,0.262725307
8147,1194.84,78,-9.35,-8.5,7,49.16,44.36,52.17,50.94,619.0,637.0,622.0,0.14,0.16,0.16,86.66,965.6048865859522,1472.5120710059173,101.92,99.52,96.03,1.8,104.0,0.16892056100000002
8148,1194.84,77,-9.33,-8.4,10,37.8,35.43,38.56,39.41,618.0,633.0,611.0,0.16,0.17,0.18,98.88,982.2772663382145,1518.3693529411764,107.61,109.98,105.49,2.5,90.0,0.181053999
8149,1194.84,76,-9.29,-8.4,11,36.55,34.99,36.1,38.55,632.0,652.0,623.0,0.17,0.17,0.19,107.44,998.1600989981908,1537.4491812865494,110.84,118.37,112.22,3.6,91.0,0.17516525
8150,1194.84,75,-9.25,-8.4,12,36.63,35.39,38.15,36.36,624.0,639.0,609.0,0.19,0.2,0.2,118.56,1004.6047681772699,1601.4910526315791,127.8,121.8,122.72,2.6,92.0,0.21720865600000006
8154,1194.84,71,-8.98,-8.2,24,27.19,26.17,27.43,27.98,650.0,657.0,647.0,0.27,0.28,0.29,175.5,1065.4357825489146,1840.7702339181285,183.96,187.63,182.36,2.5,103.0,0.332403367
8155,1194.84,70,-8.91,-8.2,24,27.36,26.04,27.63,28.41,647.0,662.0,657.0,0.27,0.28,0.29,174.69,1071.825224697801,1880.5612280701753,185.36,190.53,183.53,3.4,85.0,0.323499988
8156,1194.84,69,-8.89,-8.2,27,25.75,24.12,26.28,26.87,650.0,661.0,654.0,0.28,0.3,0.31,182.0,1087.688338794633,1920.8887283236995,198.3,202.74,194.35,3.8,89.0,0.335212791
8157,1194.84,68,-8.83,-8.2,28,26.95,25.78,28.54,26.53,651.0,657.0,649.0,0.31,0.34,0.32,201.81,1091.003527396372,1980.479942196532,223.38,207.68,210.96,2.6,85.0,0.397920169
8159,1194.84,66,-8.64,-8.0,38,23.85,22.76,23.95,24.84,672.0,670.0,660.0,0.36,0.38,0.4,241.92,1139.0801858634684,2072.5679310344826,254.6,264.0,253.51,4.0,86.0,0.455225117
8162,1194.84,63,-8.44,-8.0,44,23.0,22.27,22.88,23.86,669.0,671.0,668.0,0.41,0.42,0.44,274.29,1150.2948372089043,2248.1663218390804,281.82,293.92,283.34,3.6,101.0,0.527541272
8163,1194.84,62,-8.39,-7.9,49,21.71,20.75,21.52,22.85,662.0,671.0,667.0,0.43,0.44,0.47,284.66,1174.3210591455522,2294.5628,295.24,313.49,297.8,2.8,92.0,0.5681702
8165,1194.84,60,-8.21,-8.0,58,22.25,20.99,22.02,23.75,682.0,675.0,677.0,0.5,0.53,0.57,341.0,1208.3337893321693,2382.2504545454544,357.75,385.89,361.55,3.2,93.0,0.685250736
8170,1194.84,55,-7.77,-7.9,75,22.28,22.04,22.07,22.72,682.0,683.0,683.0,0.68,0.68,0.7,463.76,1227.7439983706847,2644.6090395480223,464.44,478.1,468.77,3.2,96.0,0.93308405
8172,1194.84,53,-7.77,-7.9,76,21.39,21.17,21.11,21.88,684.0,682.0,686.0,0.66,0.66,0.68,451.44,1261.8372968537167,2749.357374301676,450.12,466.48,456.01,2.1,95.0,0.9280144
8173,1194.84,52,-7.79,-8.0,75,21.6,21.46,21.24,22.11,684.0,677.0,684.0,0.66,0.66,0.68,451.44,1281.9759894470787,2779.6948044692735,446.82,465.12,454.46,4.9,91.0,0.907801064
8177,1194.84,48,-7.58,-7.7,91,20.03,19.96,19.99,20.14,689.0,681.0,677.0,0.74,0.75,0.76,509.86,1329.7605341909195,2897.5574301675974,510.75,514.52,511.71,3.8,112.0,1.018510667
8178,1194.84,47,-7.35,-7.5,91,20.86,20.42,20.54,21.61,687.0,682.0,682.0,0.76,0.77,0.81,522.12,1315.085956904857,2962.1408938547484,525.14,552.42,533.23,3.8,112.0,1.049815845
8179,1194.84,46,-7.18,-7.5,100,19.6,19.33,19.47,20.01,688.0,684.0,686.0,0.79,0.8,0.82,543.52,1316.1916454124116,3019.499553072626,547.2,562.52,551.08,3.7,90.0,1.1110434340000002
8180,1194.84,45,-7.08,-7.4,99,19.75,19.67,19.54,20.06,693.0,680.0,681.0,0.79,0.8,0.82,547.47,1326.606675128414,3066.9434636871515,544.0,558.42,549.96,4.4,100.0,1.110100667
8181,1194.84,44,-6.91,-7.2,92,19.55,19.4,19.26,19.99,688.0,683.0,681.0,0.73,0.73,0.76,502.24,1345.4101398637774,3105.0838547486032,498.59,517.56,506.13,5.2,93.0,1.022017712
8184,1194.84,41,-6.87,-7.3,99,19.85,19.7,20.04,19.8,686.0,681.0,681.0,0.8,0.82,0.81,548.8,1346.7434587169703,3233.1788268156424,558.42,551.61,552.94,5.9,95.0,1.136893671
8185,1194.84,40,-6.85,-7.3,102,19.76,19.54,19.78,19.96,684.0,684.0,682.0,0.82,0.83,0.84,560.88,1351.6780194825817,3296.295139664805,567.72,572.88,567.16,3.6,97.0,1.150707628
8190,1194.84,35,-6.37,-7.0,118,20.35,20.39,20.48,20.18,692.0,688.0,685.0,0.98,0.99,0.98,678.16,1437.9953826211895,3372.635833333334,681.12,671.3,676.86,4.0,99.0,1.3930957919999998
8192,1194.84,33,-6.35,-6.9,103,19.87,18.94,19.76,20.9,679.0,683.0,682.0,0.81,0.84,0.89,549.99,1475.6605631270131,3426.638333333333,573.72,606.98,576.9,3.6,102.0,1.146778872
8197,1194.84,28,-5.85,-6.5,151,20.2,19.94,20.36,20.3,697.0,689.0,687.0,1.22,1.26,1.26,850.34,1451.1909671813623,3586.3070000000002,868.14,865.62,861.37,4.5,82.0,1.773660489
8202,1194.84,23,-5.23,-6.4,138,19.44,19.08,19.32,19.91,690.0,686.0,688.0,1.08,1.1,1.13,745.2,1488.963618265063,3688.299111111111,754.6,777.44,759.08,4.6,95.0,1.576532334
8203,1194.84,22,-5.23,-6.2,137,19.28,18.78,19.55,19.49,687.0,689.0,687.0,1.06,1.1,1.1,728.22,1486.7247569982949,3700.809833333333,757.9,755.7,747.27,4.4,88.0,1.539214502
8204,1194.84,21,-5.14,-6.2,137,17.15,17.49,17.03,16.93,685.0,681.0,684.0,0.99,0.97,0.96,678.15,1477.3120000608747,3711.2814999999996,660.57,656.64,665.12,4.4,88.0,1.414965079
8206,1194.84,19,-5.43,-6.4,138,20.79,20.81,20.36,21.19,694.0,685.0,689.0,1.17,1.16,1.2,811.98,1488.2322469412875,3742.6334444444446,794.6,826.8,811.13,4.0,83.0,1.693080311
8207,1194.84,18,-5.48,-6.4,137,20.98,20.66,20.9,21.37,690.0,686.0,684.0,1.16,1.18,1.21,800.4,1460.7387399756178,3811.8166666666666,809.48,827.64,812.51,4.3,83.0,1.678966418
8209,1194.84,16,-5.23,-6.0,155,19.33,18.96,19.06,19.98,693.0,691.0,690.0,1.2,1.21,1.27,831.6,1439.7571592942065,3852.478722222223,836.11,876.3,848.0,3.3,94.0,1.7417994680000002
8210,1194.84,15,-4.47,-5.8,192,20.72,20.83,20.84,20.48,696.0,692.0,693.0,1.63,1.64,1.61,1134.48,1443.2042320950954,3868.1148333333335,1134.88,1115.73,1128.36,3.6,101.0,2.371121868
8213,1194.84,12,-4.89,-5.9,106,21.14,20.74,21.19,21.48,677.0,677.0,679.0,0.92,0.94,0.95,622.84,1413.750733996813,3945.8891666666664,636.38,645.05,634.76,3.6,88.0,1.351898398
8215,1194.84,10,-5.08,-5.8,111,22.89,23.53,22.67,22.48,691.0,685.0,686.0,1.07,1.04,1.03,739.37,1427.1807988334906,3984.132333333334,712.4,706.58,719.45,2.4,91.0,1.534012277
8216,1194.84,9,-5.08,-5.8,106,22.26,22.47,22.3,22.01,688.0,683.0,681.0,0.98,0.98,0.97,674.24,1419.5559337023128,3992.315000000001,669.34,660.57,668.05,5.2,97.0,1.392051556
8218,1194.84,7,-5.6,-5.9,96,24.46,23.39,27.57,22.42,675.0,680.0,676.0,0.94,1.1,0.9,634.5,1413.145230512694,4057.9109444444443,748.0,608.4,663.63,3.1,91.0,1.331113846
8220,1194.84,5,-4.85,-5.7,125,21.61,21.37,21.47,21.98,688.0,685.0,683.0,1.1,1.11,1.14,756.8,1384.2806399189194,4100.216333333333,760.35,778.62,765.26,3.2,68.0,1.594826624
8224,1194.84,1,-4.06,-5.3,205,19.06,17.32,19.13,20.73,686.0,692.0,694.0,1.47,1.61,1.74,1008.42,1336.9732753166056,4159.314628099173,1114.12,1207.56,1110.03,4.9,109.0,2.220948593
8226,1287.93,0,-3.52,-5.0,221,20.48,20.8,20.3,20.32,696.0,694.0,691.0,1.88,1.84,1.85,1308.48,1226.4210476885603,4330.038222222223,1276.96,1278.35,1287.93,5.2,100.0,2.59505356
8229,1287.93,3,-3.89,-5.1,168,20.16,20.78,19.22,20.49,689.0,685.0,689.0,1.44,1.34,1.42,992.16,1372.2108293945319,4161.931783783783,917.9,978.38,962.81,6.5,94.0,2.09508975
8231,1287.93,5,-3.48,-5.0,194,20.36,20.89,18.73,21.46,695.0,694.0,693.0,1.66,1.49,1.71,1153.7,1384.2806399189194,4100.216333333333,1034.06,1185.03,1124.26,5.2,75.0,2.425384264
8233,1287.93,7,-3.0,-4.9,217,19.61,19.27,19.24,20.33,693.0,692.0,691.0,1.72,1.72,1.82,1191.96,1413.145230512694,4057.9109444444443,1190.24,1257.62,1213.27,5.9,78.0,2.599141111
8236,1287.93,10,-3.85,-5.0,134,20.62,20.2,20.89,20.77,687.0,686.0,682.0,1.12,1.16,1.16,769.44,1427.1807988334906,3984.132333333334,795.76,791.12,785.44,6.3,75.0,1.659043328
8240,1287.93,14,-3.93,-4.6,118,21.7,22.36,21.49,21.26,688.0,680.0,679.0,1.09,1.06,1.05,749.92,1440.0355971238562,3899.1234999999997,720.8,712.95,727.89,3.4,89.0,1.547044409
8241,1287.93,15,-4.0,-4.7,114,21.19,21.26,21.08,21.23,682.0,683.0,681.0,1.01,1.0,1.01,688.82,1443.2042320950954,3868.1148333333335,683.0,687.81,686.54,5.5,99.0,1.426925162
8243,1287.93,17,-4.23,-5.0,144,19.8,19.97,19.91,19.52,692.0,684.0,682.0,1.18,1.19,1.17,816.56,1446.089960792213,3850.893555555556,813.96,797.94,809.49,3.8,89.0,1.697046092
8246,1287.93,20,-3.96,-4.9,126,20.7,20.6,20.88,20.63,683.0,686.0,684.0,1.08,1.09,1.08,737.64,1464.9875064959745,3739.397388888889,747.74,738.72,741.37,2.3,89.0,1.574555916
8250,1287.93,24,-4.5,-5.3,123,19.57,19.35,19.29,20.07,682.0,680.0,680.0,0.99,0.99,1.03,675.18,1463.7037479410044,3666.8711111111115,673.2,700.4,682.93,4.4,92.0,1.406737614
8251,1287.93,25,-4.62,-5.3,123,19.62,19.55,19.58,19.72,682.0,683.0,681.0,1.0,1.0,1.01,682.0,1467.2822698016412,3648.4732777777776,683.0,687.81,684.27,4.2,80.0,1.42047555
8256,1287.93,30,-5.43,-6.0,110,18.85,18.83,18.69,19.04,681.0,676.0,673.0,0.86,0.86,0.88,585.66,1461.5754181044574,3508.030055555555,581.36,592.24,586.42,3.1,28.0,1.248364003
8257,1287.93,31,-5.5,-5.8,118,19.85,19.25,19.98,20.33,683.0,687.0,685.0,0.94,0.97,0.99,642.02,1453.4168991924112,3491.5505,666.39,678.15,662.19,4.3,60.0,1.336063952
8258,1287.93,32,0.01,0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1449.0633471723113,3473.0386666666664,0.0,0.0,0.0,0.1,1.0,0.379993053
8259,1287.93,33,-5.75,-6.0,100,20.53,20.7,20.27,20.61,680.0,690.0,693.0,0.86,0.83,0.84,584.8,1475.6605631270131,3426.638333333333,572.7,582.12,579.87,4.2,78.0,1.190790774
8260,1287.93,34,-5.71,-6.0,103,19.71,19.25,19.42,20.48,683.0,689.0,693.0,0.82,0.82,0.86,560.06,1467.8950107221806,3388.291388888889,564.98,595.98,573.67,2.5,43.0,1.203758808
8262,1287.93,36,-5.98,-6.2,104,19.0,18.44,18.7,19.86,685.0,686.0,694.0,0.79,0.8,0.84,541.15,1436.4387494914386,3323.1965000000005,548.8,582.96,557.64,2.8,80.0,1.138868633
8263,1287.93,37,-6.0,-6.3,90,21.1,22.55,20.61,20.15,690.0,698.0,701.0,0.83,0.75,0.73,572.7,1406.4302434217957,3333.190893854748,523.5,511.73,535.98,4.4,36.0,1.14442546
8265,1287.93,39,-6.46,-6.5,61,23.01,23.37,23.18,22.48,681.0,687.0,690.0,0.59,0.58,0.56,401.79,1372.1183001192944,3317.7831843575423,398.46,386.4,395.55,1.7,52.0,0.881810428
8266,1287.93,40,-6.62,-6.5,57,22.44,23.4,22.35,21.57,683.0,677.0,679.0,0.55,0.53,0.51,375.65,1351.6780194825817,3296.295139664805,358.81,346.29,360.25,0.2,318.0,0.6034266189999999
8267,1287.93,41,-6.64,-6.7,66,17.12,18.27,15.96,17.14,666.0,674.0,678.0,0.51,0.44,0.47,339.66,1346.7434587169703,3233.1788268156424,296.56,318.66,318.29,2.0,31.0,0.758583813
8274,1287.93,48,-6.98,-7.0,83,19.98,19.92,20.01,20.01,684.0,687.0,687.0,0.68,0.68,0.68,465.12,1329.7605341909195,2897.5574301675974,467.16,467.16,466.48,3.3,63.0,0.955963546
8277,1287.93,51,-6.89,-7.0,97,20.52,20.54,20.57,20.46,692.0,693.0,698.0,0.81,0.81,0.8,560.52,1294.4118768833555,2828.5543016759775,561.33,558.4,560.08,1.3,3.0,1.2449464
8279,1287.93,53,-6.93,-7.0,84,20.57,19.88,21.07,20.76,681.0,682.0,691.0,0.69,0.73,0.71,469.89,1261.8372968537167,2749.357374301676,497.86,490.61,486.12,2.7,2.0,1.012340019
8282,1287.93,56,-6.98,-7.2,111,19.23,18.13,19.31,20.24,682.0,701.0,687.0,0.83,0.86,0.92,566.06,1247.4722358112626,2545.2672471910114,602.86,632.04,600.32,3.3,73.0,1.185593917
8283,1287.93,57,-6.92,-7.2,98,21.92,22.9,21.74,21.11,694.0,697.0,693.0,0.91,0.86,0.84,631.54,1232.0370089986584,2546.793446327684,599.42,582.12,604.36,2.9,12.0,1.305632355
8284,1287.93,58,-6.91,-7.2,89,22.17,23.28,21.59,21.65,694.0,693.0,695.0,0.84,0.78,0.78,582.96,1209.9699290712447,2528.0393142857138,540.54,542.1,555.2,3.9,356.0,0.904437786
8285,1287.93,59,-7.08,-7.2,85,19.82,19.69,18.79,20.98,692.0,691.0,687.0,0.68,0.65,0.73,470.56,1208.1550322950125,2433.534318181818,449.15,501.51,473.74,2.9,73.0,0.969997954
8288,1287.93,62,-7.31,-7.2,83,18.56,17.94,18.61,19.12,686.0,689.0,686.0,0.61,0.63,0.65,418.46,1174.3210591455522,2294.5628,434.07,445.9,432.81,1.0,31.0,0.960622113
8292,1287.93,66,-7.62,-7.4,71,17.96,18.0,16.72,19.16,677.0,694.0,670.0,0.53,0.48,0.57,358.81,1139.0801858634684,2072.5679310344826,333.12,381.9,357.94,2.8,26.0,0.75233717
8293,1287.93,67,-7.67,-7.4,74,17.69,17.2,16.64,19.24,687.0,691.0,666.0,0.52,0.5,0.6,357.24,1107.918290632988,2033.5681502890175,345.5,399.6,367.45,2.8,334.0,0.495423776
8295,1287.93,69,-7.64,-7.4,80,18.52,18.36,16.95,20.26,687.0,692.0,679.0,0.6,0.55,0.67,412.2,1087.688338794633,1920.8887283236995,380.6,454.93,415.91,1.6,332.0,0.6017120429999999
8297,1287.93,71,-7.83,-7.5,65,18.39,19.22,16.83,19.11,687.0,682.0,670.0,0.51,0.45,0.52,350.37,1065.4357825489146,1840.7702339181285,306.9,348.4,335.22,2.8,19.0,0.72130685
8301,1287.93,75,-8.29,-7.6,52,20.57,20.61,18.98,22.12,682.0,674.0,671.0,0.44,0.41,0.48,300.08,1004.6047681772699,1601.4910526315791,276.34,322.08,299.5,2.7,14.0,0.613146471
8302,1287.93,76,-8.35,-7.6,60,17.75,18.29,16.24,18.72,683.0,682.0,669.0,0.45,0.4,0.47,307.35,998.1600989981908,1537.4491812865494,272.8,314.43,298.19,4.1,348.0,0.385094582
8304,1287.93,78,-8.27,-7.6,44,22.71,23.76,21.77,22.6,681.0,688.0,663.0,0.43,0.39,0.42,292.83,965.6048865859522,1472.5120710059173,268.32,278.46,279.87,0.3,159.0,0.5913853020000001
8306,1287.93,80,-8.46,-7.8,34,21.87,21.12,20.6,23.9,670.0,676.0,669.0,0.3,0.29,0.34,201.0,944.153660119431,1393.8872392638036,196.04,227.46,208.17,3.2,16.0,0.318309228
